,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,mean_ents_per_sentence,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space,label,label_num
375,91.92,7.5,3.7,4.8,4.4,6.51,31.0,7.0,6.33,7.0,1.187335092348285,0.7692307692307693,1.0,1.38,0.73,0.88,0.0,0.46,1.42,0.0,2.23,0.15,0.35,1.81,0.77,0.38,0.19,0.0,1.85,0.0,0.96,A2,1
376,98.62,5.8,1.1,0.18,-0.7,6.0,6.0,2.5357142857142856,3.93,6.0,0.8108108108108109,0.0,0.29,0.64,0.57,0.57,0.0,0.0,0.5,0.0,0.79,0.0,0.5,1.79,0.0,0.0,0.0,0.0,1.36,0.0,0.93,A2,1
377,93.54,6.5,3.1,3.92,3.4,6.27,24.0,4.3,5.11,4.0,0.8860759493670886,0.27586206896551724,0.93,0.83,0.93,1.0,0.0,0.41,0.48,0.07,1.52,0.03,0.38,2.61,0.31,0.41,0.62,0.0,1.76,0.0,1.0,A2,1
378,94.56,6.3,2.7,3.52,2.4,6.15,20.0,4.555555555555555,4.74,5.0,1.0274725274725274,0.6,0.23,0.87,0.7,0.8,0.0,0.37,0.6,0.03,1.73,0.1,0.53,2.27,0.4,0.2,0.23,0.0,1.97,0.0,1.0,A2,1
379,82.34,7.2,5.3,6.2,5.7,6.23,27.0,8.0,6.34,6.0,1.0809523809523809,1.3703703703703705,0.33,1.56,0.63,1.04,0.0,0.41,1.15,0.0,2.22,0.15,0.48,2.37,1.33,0.07,0.7,0.0,2.15,0.0,0.96,A2,1
380,107.38,3.1,-0.3,2.55,1.2,6.0,1.0,2.125,2.52,3.0,0.9217391304347826,0.0625,0.31,0.75,0.06,0.12,0.0,0.06,1.12,0.0,1.69,0.0,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.0,0.94,A2,1
381,97.91,5.7,1.4,3.2,1.9,6.01,3.0,3.0769230769230766,3.28,2.0,0.9076923076923077,0.2,0.27,0.87,0.13,0.27,0.0,0.13,1.07,0.0,1.93,0.07,0.07,1.13,0.2,0.27,0.0,0.0,1.2,0.0,1.0,A2,1
382,85.18,6.4,4.2,5.84,4.6,6.4,23.0,4.0,5.12,6.0,1.0489913544668588,1.4444444444444444,0.81,1.11,0.67,1.07,0.0,0.44,0.81,0.04,1.63,0.15,0.48,1.15,1.33,0.07,0.44,0.0,1.63,0.0,1.0,A2,1
383,54.83,11.2,9.7,9.74,9.3,9.27,35.0,7.571428571428571,9.45,10.0,1.609375,2.0,0.73,2.64,0.27,0.73,0.0,1.0,1.09,0.0,3.27,0.36,0.27,1.36,3.18,0.0,0.09,0.0,1.55,0.0,0.91,A2,1
384,85.28,7.7,4.2,4.91,3.8,6.82,32.0,5.625,5.86,6.0,1.154518950437318,0.48148148148148145,0.44,1.41,0.56,0.56,0.0,0.26,0.96,0.04,2.22,0.11,0.63,2.19,0.59,0.0,0.15,0.0,1.63,0.0,0.96,A2,1
385,100.34,4.7,0.5,1.83,1.4,5.29,5.0,1.4761904761904763,2.29,2.0,0.7922077922077922,0.08,0.2,0.32,0.12,0.44,0.0,0.04,0.8,0.0,0.96,0.04,0.2,0.6,0.0,0.08,0.04,0.0,1.32,0.0,1.0,A2,1
386,81.83,7.7,5.5,6.37,6.1,6.18,28.0,6.571428571428571,6.55,7.0,1.097852028639618,0.34615384615384615,1.23,1.08,0.27,0.65,0.0,0.88,2.23,0.08,2.88,0.27,0.58,1.38,0.08,0.23,0.42,0.0,2.88,0.0,0.96,A2,1
387,84.68,7.4,4.4,7.0,5.5,7.33,46.0,8.0,6.39,7.0,1.5731707317073171,0.6,0.72,1.64,0.68,0.84,0.0,0.08,1.0,0.04,2.48,0.08,0.56,1.16,0.72,0.0,0.28,0.04,1.84,0.0,0.96,A2,1
388,93.74,6.5,3.0,7.17,5.9,6.28,23.0,4.4,5.5,6.0,1.057636887608069,1.3076923076923077,0.5,1.35,0.73,0.5,0.0,0.31,1.08,0.0,2.65,0.15,0.42,1.19,1.04,0.62,0.19,0.0,1.65,0.0,0.96,A2,1
389,93.95,6.3,2.9,3.75,2.8,5.86,23.0,5.222222222222222,5.15,6.0,0.9477611940298507,0.28125,0.59,1.12,0.53,0.69,0.0,0.38,1.19,0.0,2.03,0.09,0.38,2.0,0.03,0.19,0.25,0.0,2.12,0.0,0.97,A2,1
390,85.99,7.4,3.9,6.01,4.6,6.88,22.0,4.3,5.62,6.0,0.9294871794871795,0.92,0.72,0.52,0.68,1.0,0.0,0.36,0.6,0.04,1.8,0.2,0.44,1.16,0.92,0.56,0.4,0.0,2.04,0.0,1.0,A2,1
391,90.56,6.6,2.2,5.68,3.9,6.18,6.0,2.46875,2.88,3.0,0.8823529411764706,0.3125,0.62,0.69,0.12,0.31,0.0,0.06,0.75,0.0,1.31,0.19,0.12,0.94,0.19,0.25,0.0,0.0,0.88,0.0,1.0,A2,1
392,98.92,5.7,1.0,3.48,2.0,5.33,4.0,2.375,2.52,3.0,0.9862068965517241,0.35,0.05,0.85,0.25,0.05,0.0,0.25,0.95,0.0,1.6,0.2,0.1,0.7,0.25,0.0,0.0,0.0,1.05,0.0,0.95,A2,1
393,90.7,7.1,4.2,6.6,6.2,6.49,28.0,6.571428571428571,6.68,7.0,1.2395209580838322,1.2857142857142858,0.38,1.38,0.76,0.9,0.0,0.43,1.19,0.05,3.67,0.29,0.57,1.62,0.86,0.29,0.48,0.0,2.1,0.0,0.95,A2,1
394,99.02,6.3,1.0,-0.3,-0.8,5.7,5.0,2.423076923076923,3.96,6.0,0.58,0.07692307692307693,0.54,0.38,0.38,0.92,0.0,0.0,0.46,0.31,0.69,0.08,0.23,1.54,0.0,0.0,0.15,0.08,0.92,0.0,1.0,A2,1
395,92.73,5.7,3.4,3.29,2.6,5.89,17.0,4.1,5.23,6.0,0.9813084112149533,0.2916666666666667,0.54,1.08,1.12,1.0,0.0,0.38,0.5,0.0,1.58,0.08,0.29,2.67,0.33,0.0,0.54,0.0,2.29,0.0,0.96,A2,1
396,84.47,8.3,4.5,6.13,5.0,7.31,138.0,5.333333333333333,6.69,5.0,1.0669610007358352,1.1,0.76,1.13,0.53,0.79,0.0,0.4,1.06,0.01,2.19,0.58,0.42,1.69,1.01,0.0,0.19,0.04,1.76,0.01,1.0,A2,1
397,94.05,7.0,2.9,4.56,3.4,5.76,18.0,4.0,5.31,5.0,0.9530386740331491,0.5862068965517241,0.48,0.93,0.59,1.07,0.0,0.52,0.55,0.1,1.1,0.0,0.52,2.45,0.79,0.14,0.34,0.0,1.9,0.0,1.0,A2,1
398,86.1,7.0,3.9,6.01,4.4,6.45,27.0,6.125,5.59,6.0,1.0623145400593472,0.39285714285714285,0.54,1.07,0.54,0.57,0.0,0.39,1.0,0.0,2.29,0.0,0.36,1.71,0.46,0.21,0.18,0.0,1.71,0.0,1.0,A2,1
399,93.85,5.5,3.0,5.14,4.1,5.44,15.0,4.3,4.72,5.0,0.9120879120879121,1.3142857142857143,0.49,0.77,0.31,0.94,0.0,0.31,0.49,0.06,1.94,0.14,0.86,1.71,1.11,0.11,0.69,0.0,1.94,0.0,1.0,A2,1
400,83.15,8.3,5.0,5.68,4.9,6.37,24.0,7.0,6.47,6.0,0.9815384615384616,0.5909090909090909,0.59,1.05,0.95,1.27,0.0,0.23,0.77,0.0,2.05,0.14,0.73,2.82,0.27,0.0,0.73,0.0,2.23,0.0,0.95,A2,1
401,83.15,6.3,5.0,6.02,5.2,6.19,21.0,7.0,5.51,6.0,1.2103896103896103,1.6923076923076923,0.54,1.23,0.62,0.69,0.0,0.81,0.88,0.04,1.62,0.31,0.58,1.62,1.73,0.15,0.5,0.0,2.54,0.0,0.96,A2,1
402,79.36,7.0,4.4,9.65,7.0,6.69,28.0,3.583333333333333,5.33,7.0,1.1631205673758864,0.0,0.82,0.75,0.32,0.39,0.0,0.32,0.75,0.0,2.71,0.0,0.32,0.89,0.0,0.0,0.11,0.0,1.71,0.0,0.96,A2,1
403,99.23,4.4,0.9,2.31,1.2,5.44,4.0,2.0,2.72,2.0,0.9931506849315068,0.047619047619047616,0.52,0.43,0.14,0.29,0.0,0.05,1.19,0.0,1.43,0.0,0.1,0.62,0.0,0.0,0.14,0.0,1.1,0.0,0.95,A2,1
404,84.17,7.8,4.6,6.08,5.0,7.04,35.0,7.2857142857142865,6.79,7.0,1.219020172910663,1.04,0.88,1.28,0.68,1.12,0.0,0.48,1.08,0.0,2.04,0.24,0.76,1.24,0.68,0.24,0.2,0.0,2.0,0.0,0.96,A2,1
405,87.62,6.8,3.3,3.91,2.5,6.55,11.0,4.0,4.74,4.0,0.88,0.3333333333333333,0.33,0.75,0.33,1.58,0.0,0.08,0.58,0.17,1.25,0.08,0.42,2.33,0.08,0.0,0.08,0.08,1.33,0.0,0.92,A2,1
406,87.72,6.9,3.3,5.65,4.2,6.64,37.0,4.090909090909091,5.4,6.0,0.9436274509803921,0.918918918918919,0.32,0.78,0.73,0.62,0.0,0.24,0.65,0.0,1.32,0.16,0.3,1.19,0.86,0.76,0.22,0.0,1.86,0.0,1.0,A2,1
407,99.33,3.1,0.9,2.19,1.1,4.77,1.0,1.9375,2.36,2.0,0.8636363636363636,0.25,0.31,0.75,0.19,0.25,0.0,0.0,1.06,0.0,1.38,0.0,0.06,0.88,0.25,0.0,0.0,0.0,0.81,0.0,0.94,A2,1
408,84.37,6.4,4.5,6.37,5.2,6.22,23.0,4.555555555555555,5.73,6.0,1.225609756097561,0.875,0.46,1.33,0.21,0.79,0.0,0.25,1.08,0.04,2.29,0.17,0.5,2.25,0.62,0.08,0.33,0.04,2.25,0.0,0.96,A2,1
409,90.56,4.4,2.2,3.07,1.8,5.02,6.0,2.1875,2.48,2.0,0.6879432624113475,0.0,0.11,0.26,0.84,0.47,0.0,0.0,0.21,0.0,0.47,0.0,0.84,1.58,0.0,0.0,0.05,0.0,1.63,0.0,0.95,A2,1
410,84.98,7.4,4.3,4.85,3.9,7.11,30.0,5.444444444444445,5.78,5.0,1.1790633608815426,0.8928571428571429,0.86,1.32,0.5,0.64,0.0,0.46,1.07,0.11,2.07,0.18,0.14,1.79,0.86,0.21,0.21,0.0,1.54,0.0,1.0,A2,1
411,92.12,6.2,3.6,5.79,5.1,6.08,20.0,4.1,5.77,6.0,1.2345360824742269,1.1851851851851851,0.74,1.3,0.81,1.04,0.0,0.81,0.89,0.0,2.0,0.15,0.67,1.3,1.04,0.07,0.33,0.0,2.19,0.0,1.0,A2,1
412,93.03,7.0,3.3,4.1,3.4,6.46,26.0,5.111111111111111,5.72,6.0,1.0645933014354068,0.9,0.63,1.2,0.67,0.8,0.0,0.37,1.27,0.0,1.83,0.17,0.33,2.23,0.73,0.67,0.3,0.0,1.77,0.0,0.97,A2,1
413,92.63,6.8,3.4,4.92,4.1,6.1,15.0,6.571428571428571,5.61,7.0,1.0583333333333333,1.5384615384615385,0.58,0.88,0.88,1.04,0.0,0.69,0.85,0.0,1.85,0.19,0.54,1.77,1.23,0.08,0.42,0.0,1.88,0.0,0.96,A2,1
414,89.75,5.3,2.5,5.23,3.2,5.76,6.0,2.642857142857143,3.21,3.0,0.7927927927927928,0.35714285714285715,0.29,0.71,0.0,0.29,0.0,0.14,1.0,0.0,1.57,0.29,0.0,1.21,0.07,0.0,0.0,0.0,1.43,0.0,0.93,A2,1
415,97.09,6.0,1.7,2.34,0.9,5.63,9.0,3.0,3.55,6.0,0.9103448275862069,0.25,0.19,1.06,0.06,0.38,0.0,0.25,0.94,0.0,2.31,0.0,0.25,1.25,0.19,0.0,0.12,0.0,1.12,0.0,0.94,A2,1
416,93.95,5.6,2.9,4.97,3.6,6.37,15.0,4.666666666666667,4.8,5.0,1.1185185185185185,0.5454545454545454,0.5,0.91,0.41,0.73,0.0,0.68,0.91,0.05,2.55,0.05,0.36,1.41,0.59,0.0,0.27,0.0,1.91,0.0,0.95,A2,1
417,84.57,7.5,4.5,6.71,5.4,6.47,28.0,6.714285714285714,5.94,6.0,1.1458966565349544,1.0416666666666667,0.58,1.29,0.29,1.29,0.0,0.29,1.08,0.04,1.92,0.08,0.29,1.79,1.08,0.42,0.33,0.0,1.92,0.0,1.0,A2,1
418,84.78,7.7,4.4,7.0,5.5,6.53,27.0,5.555555555555555,6.22,6.0,1.231023102310231,0.6521739130434783,0.78,1.26,0.43,0.78,0.0,0.52,1.09,0.09,2.13,0.09,0.35,1.43,0.57,0.09,0.48,0.0,2.13,0.0,0.96,A2,1
419,91.21,7.3,4.0,6.08,5.5,6.7,24.0,5.5,6.81,7.0,1.2309859154929577,0.8260869565217391,0.61,1.57,0.83,1.0,0.0,0.52,1.43,0.0,2.52,0.22,0.57,1.7,0.7,0.35,0.26,0.0,2.22,0.0,0.96,A2,1
420,90.8,7.3,4.1,6.72,6.2,6.06,17.0,6.571428571428571,5.97,7.0,0.9827586206896551,1.0,0.41,1.14,0.77,0.91,0.0,0.59,1.14,0.05,2.27,0.18,0.55,2.41,0.91,0.36,0.59,0.0,2.59,0.0,0.95,A2,1
421,65.32,11.5,7.7,9.21,8.0,8.74,20.0,10.833333333333334,9.24,8.0,1.6065573770491803,1.5,0.88,2.38,0.25,0.5,0.0,0.5,0.88,0.0,3.62,0.38,0.0,1.38,2.0,0.0,0.0,0.0,1.62,0.0,0.88,A2,1
422,84.27,7.8,4.6,6.42,5.2,6.7,33.0,5.625,6.25,6.0,1.327485380116959,1.24,0.68,1.4,0.4,0.52,0.0,0.48,1.24,0.04,2.16,0.16,0.56,1.2,1.32,0.16,0.36,0.0,2.0,0.0,1.0,A2,1
423,91.51,7.1,3.9,6.31,5.7,6.03,15.0,6.428571428571429,5.95,6.0,1.0786516853932584,1.3043478260869565,0.78,1.17,0.7,1.26,0.0,0.43,1.39,0.0,2.22,0.17,0.65,1.3,1.13,0.52,0.61,0.0,2.13,0.0,1.0,A2,1
424,98.72,5.0,1.1,4.47,2.6,5.17,4.0,2.466666666666667,2.6,5.0,0.917910447761194,0.0,0.17,0.61,0.28,0.11,0.0,0.06,1.0,0.0,1.78,0.0,0.11,1.06,0.0,0.0,0.11,0.0,1.22,0.0,0.94,A2,1
425,89.45,6.3,2.6,4.65,3.3,5.99,9.0,2.9615384615384617,3.34,3.0,0.7586206896551724,0.07692307692307693,0.54,0.46,0.08,1.0,0.0,0.08,1.15,0.31,1.62,0.08,0.15,1.31,0.0,0.0,0.15,0.08,1.0,0.0,0.92,A2,1
426,98.01,5.9,1.4,2.97,1.7,5.52,7.0,2.8076923076923075,3.74,6.0,0.6875,0.23076923076923078,0.23,0.54,0.69,0.85,0.0,0.31,0.54,0.23,1.31,0.15,0.15,1.15,0.08,0.0,0.62,0.0,0.77,0.0,1.0,A2,1
427,75.71,8.5,5.8,8.4,7.0,6.89,36.0,5.333333333333333,7.0,7.0,1.2,1.6666666666666667,0.96,1.33,0.38,1.12,0.0,0.25,0.79,0.21,1.62,0.04,0.79,1.33,1.67,0.25,0.29,0.0,1.96,0.0,0.96,A2,1
428,84.57,7.4,4.5,6.37,5.0,6.69,26.0,4.888888888888889,6.03,5.0,1.0391566265060241,0.72,0.64,1.28,0.68,1.08,0.0,0.24,0.88,0.0,2.08,0.4,0.52,1.32,0.88,0.08,0.36,0.0,1.88,0.0,0.96,A2,1
429,90.05,6.7,2.4,2.67,1.5,7.13,9.0,2.7333333333333334,3.48,3.0,0.7603305785123967,0.4,0.53,0.53,0.33,0.73,0.0,0.07,0.73,0.13,1.07,0.0,0.0,1.2,0.8,0.0,0.0,0.0,0.8,0.0,1.0,A2,1
430,99.53,4.5,0.8,3.41,2.2,5.16,2.0,1.8333333333333335,2.28,5.0,0.8264462809917356,0.2222222222222222,0.11,0.28,0.39,0.44,0.0,0.06,0.44,0.0,1.06,0.11,0.28,1.22,0.11,0.0,0.11,0.0,1.17,0.0,0.94,A2,1
431,90.87,6.1,2.1,3.53,3.0,7.33,9.0,2.227272727272727,3.59,3.0,0.7471264367816092,0.18181818181818182,0.45,0.36,0.55,1.0,0.0,0.0,0.55,0.0,0.82,0.18,0.27,1.36,0.09,0.0,0.27,0.18,0.73,0.0,1.0,A2,1
432,91.21,6.8,4.0,5.44,4.9,5.99,23.0,6.428571428571429,6.16,6.0,0.9344262295081968,1.3333333333333333,0.42,1.58,0.67,1.21,0.0,0.46,0.54,0.0,1.71,0.08,0.54,2.62,1.25,0.17,0.83,0.0,2.21,0.0,0.96,A2,1
433,76.82,7.8,5.4,6.94,5.4,6.42,34.0,6.5,5.69,7.0,0.9519774011299436,0.8214285714285714,0.36,0.82,0.61,0.86,0.0,0.25,1.0,0.04,1.82,0.21,0.61,1.43,0.79,0.07,0.43,0.04,2.36,0.0,0.96,A2,1
434,77.74,9.3,5.0,6.41,4.8,6.55,32.0,5.1,6.44,5.0,1.2597014925373133,1.2413793103448276,0.72,1.21,0.59,0.66,0.0,0.28,0.9,0.0,2.03,0.14,0.41,0.76,1.0,0.0,0.31,0.0,1.59,0.0,0.97,A2,1
435,82.14,8.8,5.4,5.85,5.6,6.53,15.0,11.4,7.18,6.0,1.2577319587628866,0.75,0.58,1.83,0.75,1.17,0.0,0.58,1.0,0.0,2.42,0.25,0.92,1.92,1.08,0.08,0.25,0.0,2.42,0.0,0.92,A2,1
436,92.32,6.6,3.6,5.96,5.3,5.77,20.0,4.777777777777778,5.77,6.0,1.0991501416430596,0.6666666666666666,0.54,1.5,0.46,0.92,0.0,0.08,1.46,0.0,2.42,0.04,0.5,1.58,0.92,0.67,0.5,0.0,2.04,0.0,1.0,A2,1
437,99.12,5.7,0.9,1.45,0.7,4.97,4.0,2.2666666666666666,2.44,1.0,0.6434782608695652,0.06666666666666667,0.33,0.27,0.93,0.67,0.0,0.2,0.13,0.07,0.67,0.0,0.4,1.47,0.07,0.0,0.07,0.0,1.33,0.0,1.0,A2,1
438,96.89,5.9,1.8,1.82,1.0,6.1,7.0,3.416666666666667,4.43,2.0,0.7786259541984732,0.07692307692307693,0.38,0.62,0.31,1.23,0.0,0.08,0.62,0.23,1.38,0.08,0.69,2.0,0.0,0.0,0.23,0.0,1.15,0.0,1.0,A2,1
439,65.22,10.8,7.8,8.46,7.8,7.51,23.0,10.166666666666666,8.56,8.0,1.3024691358024691,0.7,1.3,2.0,0.7,1.1,0.0,0.3,1.3,0.0,2.5,0.0,0.4,2.0,1.6,0.3,0.5,0.0,1.3,0.0,0.9,A2,1
440,107.48,3.1,-0.3,0.87,1.7,5.6,5.0,2.3333333333333335,2.48,2.0,0.6424870466321243,0.0,0.15,0.05,0.25,0.5,0.0,0.0,0.4,0.0,1.0,0.0,0.4,1.31,0.0,1.31,0.35,0.0,1.48,0.0,1.0,A2,1
441,106.57,4.6,0.2,1.63,0.4,5.91,5.0,2.642857142857143,3.21,3.0,0.7704918032786885,0.2,0.33,0.53,0.07,0.47,0.0,0.0,0.4,0.0,1.4,0.0,0.07,1.93,0.2,0.0,0.4,0.0,1.4,0.0,0.93,A2,1
442,97.7,6.7,1.5,3.26,1.9,6.59,10.0,3.1923076923076925,5.04,2.0,0.8376068376068376,0.23076923076923078,0.23,0.15,0.54,0.69,0.0,0.0,0.54,0.31,1.54,0.15,0.46,1.69,0.0,0.15,0.08,0.0,1.46,0.0,1.0,A2,1
443,85.79,7.2,4.0,6.48,5.0,6.46,26.0,4.5,5.28,5.0,1.0660919540229885,0.6428571428571429,0.68,0.93,0.5,1.18,0.0,0.29,1.18,0.0,2.21,0.04,0.39,1.14,0.71,0.25,0.39,0.0,1.41,0.0,1.0,A2,1
444,107.58,5.1,-0.3,0.52,-0.1,5.31,2.0,2.4,2.44,-1.0,0.7923076923076923,0.058823529411764705,0.41,0.53,0.12,0.35,0.0,0.0,0.29,0.12,1.12,0.0,0.18,1.53,0.35,0.47,0.0,0.0,1.24,0.0,0.94,A2,1
445,92.32,6.8,3.6,5.32,4.7,6.55,27.0,6.25,5.96,7.0,0.9261213720316622,0.9230769230769231,0.81,1.27,0.54,0.81,0.0,0.73,0.92,0.0,2.04,0.19,0.62,1.27,0.81,0.69,0.38,0.0,2.46,0.0,1.0,A2,1
446,90.46,6.7,2.2,2.08,1.4,5.96,8.0,2.533333333333333,4.22,3.0,0.8403361344537815,0.06666666666666667,0.67,0.53,0.27,1.0,0.0,0.13,0.4,0.0,0.8,0.0,0.53,1.2,0.13,0.0,0.13,0.0,1.13,0.0,1.0,A2,1
447,96.59,3.1,1.9,0.66,-0.2,6.06,5.0,3.166666666666667,3.44,3.0,0.8235294117647058,1.25,0.92,0.33,0.0,0.67,0.0,0.08,1.08,0.0,1.17,0.67,0.5,0.83,0.83,0.0,0.08,0.33,1.5,0.0,0.92,A2,1
448,92.32,7.4,3.6,6.02,5.2,6.19,25.0,7.7142857142857135,6.16,7.0,1.0336787564766838,1.1111111111111112,0.74,1.15,0.48,0.85,0.0,0.48,0.96,0.19,1.85,0.04,0.48,1.81,1.04,0.15,0.52,0.0,2.52,0.0,1.0,A2,1
449,91.92,5.7,3.7,3.64,3.3,5.68,15.0,5.375,5.52,6.0,0.9305555555555556,0.8,0.48,1.08,0.44,0.68,0.0,0.68,0.96,0.04,1.76,0.12,0.76,2.64,0.64,0.0,0.48,0.0,2.68,0.0,0.96,A2,1
450,99.12,4.5,0.9,2.37,1.1,5.81,5.0,2.0,2.8,2.0,0.8372093023255814,0.6666666666666666,0.33,0.61,0.17,0.39,0.0,0.17,0.5,0.0,1.22,0.22,0.28,1.0,0.11,0.0,0.0,0.0,1.22,0.0,0.94,A2,1
451,98.31,5.3,1.3,0.93,0.4,5.46,5.0,2.5714285714285716,3.59,1.0,0.6890756302521008,0.42857142857142855,0.36,0.64,0.43,0.86,0.0,0.21,0.43,0.21,0.93,0.0,0.5,1.29,0.29,0.0,0.21,0.0,1.07,0.0,1.0,A2,1
452,97.7,5.8,1.5,1.64,0.6,5.51,6.0,2.7857142857142856,3.0,2.0,0.7559055118110236,0.0,0.36,0.57,0.43,0.93,0.0,0.14,0.71,0.0,1.14,0.0,0.57,1.71,0.0,0.0,0.07,0.0,1.43,0.0,1.0,A2,1
453,109.21,5.0,-1.0,-2.2,-1.6,6.64,3.0,1.3636363636363638,1.8,2.0,0.7375,0.07142857142857142,0.18,0.29,0.07,0.32,0.0,0.21,0.39,0.0,0.75,0.0,0.18,1.14,0.04,0.14,0.0,0.0,1.04,0.0,0.96,A2,1
454,79.9,9.7,6.3,6.55,6.9,6.25,19.0,7.7142857142857135,7.75,7.0,1.2173913043478262,1.1111111111111112,0.5,1.89,0.83,1.33,0.0,0.28,1.17,0.06,2.61,0.56,0.61,2.39,0.67,0.0,0.78,0.11,3.11,0.0,1.0,A2,1
455,96.79,6.1,1.8,1.3,0.2,6.06,5.0,3.333333333333333,3.99,2.0,1.0845070422535212,0.4,0.53,0.87,0.47,0.27,0.0,0.13,0.67,0.0,2.0,0.2,0.13,1.93,0.07,0.0,0.07,0.0,1.2,0.0,0.93,A2,1
456,91.41,7.7,3.9,5.33,4.8,5.78,18.0,8.166666666666666,6.14,5.0,1.0059701492537314,0.18181818181818182,0.23,1.05,0.82,0.91,0.0,0.64,1.0,0.0,2.36,0.18,0.68,2.91,0.0,0.27,0.36,0.0,2.86,0.0,0.95,A2,1
457,92.93,7.1,3.3,5.79,5.0,6.36,27.0,4.888888888888889,6.06,5.0,1.0469613259668509,1.48,0.8,0.68,0.6,1.32,0.0,0.52,1.16,0.08,1.72,0.4,0.72,0.96,1.2,0.56,0.56,0.2,1.92,0.0,1.0,A2,1
458,81.7,7.7,3.5,4.53,3.5,6.68,9.0,2.9642857142857144,4.79,4.0,0.6311475409836066,0.2857142857142857,0.36,0.29,0.5,1.07,0.0,0.29,0.21,0.0,0.79,0.36,0.36,1.47,0.0,0.0,0.29,0.0,1.36,0.0,1.0,A2,1
459,93.34,6.9,3.2,5.79,4.4,6.32,17.0,4.777777777777778,5.53,6.0,1.0895522388059702,0.8571428571428571,1.14,0.9,0.48,0.71,0.0,0.57,0.86,0.0,2.81,0.0,0.29,1.52,0.57,0.0,0.29,0.0,1.67,0.0,0.95,A2,1
460,76.82,9.3,5.4,7.06,5.8,6.5,30.0,6.5,5.98,7.0,1.111731843575419,1.2962962962962963,0.41,1.26,0.78,0.78,0.0,0.19,0.7,0.0,1.7,0.19,0.59,1.89,1.26,0.44,0.3,0.0,1.7,0.0,1.0,A2,1
461,99.02,6.3,1.0,2.08,1.2,6.48,7.0,2.423076923076923,3.47,1.0,0.76,0.38461538461538464,0.38,0.38,0.92,0.92,0.0,0.15,0.08,0.08,0.54,0.23,0.54,1.54,0.0,0.0,0.15,0.0,0.85,0.0,0.92,A2,1
462,88.53,6.7,2.9,2.51,1.1,5.76,6.0,3.583333333333333,4.1,3.0,0.8571428571428571,0.1111111111111111,0.33,0.89,0.44,0.0,0.0,0.56,0.61,0.0,1.83,0.0,0.39,1.39,0.06,0.0,0.0,0.0,1.6,0.0,1.0,A2,1
463,83.12,7.0,3.0,4.73,3.9,5.92,9.0,2.066666666666667,5.16,6.0,0.6470588235294118,0.06666666666666667,0.33,0.33,0.47,0.8,0.0,0.07,0.4,0.07,1.07,0.0,0.27,1.2,0.13,0.0,0.07,0.0,0.6,0.0,1.0,A2,1
464,85.79,7.4,4.0,6.94,5.4,6.12,26.0,5.875,5.73,6.0,1.1323529411764706,0.5555555555555556,0.67,0.74,0.48,0.56,0.0,0.11,1.3,0.0,2.44,0.15,0.59,1.19,0.52,0.52,0.44,0.0,1.89,0.0,1.0,A2,1
465,92.32,6.7,3.6,5.79,4.9,5.75,15.0,6.428571428571429,5.62,6.0,0.8951841359773371,0.8,0.64,0.8,0.8,1.16,0.0,0.48,1.32,0.04,1.8,0.2,0.52,1.88,0.52,0.16,0.6,0.0,2.24,0.0,0.96,A2,1
466,83.46,8.5,4.9,4.86,4.5,6.45,33.0,6.375,7.35,5.0,1.0,0.44,0.72,1.32,0.88,1.12,0.0,0.44,0.8,0.08,1.84,0.12,0.64,2.41,0.4,0.44,0.44,0.0,2.0,0.0,1.0,A2,1
467,95.67,5.3,2.3,4.84,3.5,5.91,18.0,4.0,4.16,5.0,0.9282051282051282,0.6,0.34,0.66,0.54,0.6,0.0,0.4,0.89,0.03,1.43,0.03,0.54,1.4,0.63,0.34,0.26,0.0,2.06,0.0,1.0,A2,1
468,92.32,6.8,3.6,5.55,4.8,6.28,22.0,4.3,5.9,6.0,1.2057971014492754,0.375,0.33,1.33,0.38,0.92,0.0,0.29,1.54,0.0,2.79,0.04,0.75,1.71,0.38,0.25,0.54,0.0,2.17,0.0,0.96,A2,1
469,98.11,4.5,1.3,1.81,0.5,5.44,4.0,2.642857142857143,2.84,5.0,0.7299270072992701,0.7647058823529411,0.82,0.12,0.35,1.47,0.0,0.18,0.59,0.0,1.53,0.65,0.12,0.76,0.12,0.0,0.06,0.0,0.35,0.0,0.94,A2,1
470,104.03,3.1,1.1,4.15,3.2,5.25,5.0,4.0,3.84,4.0,0.75,0.8461538461538461,0.31,0.62,0.23,0.69,0.0,0.15,1.38,0.08,2.23,0.46,0.38,1.0,0.31,1.23,0.31,0.0,1.54,0.0,1.0,A2,1
471,84.78,7.4,4.4,7.58,6.1,6.78,26.0,4.6,5.38,5.0,1.019283746556474,1.2222222222222223,0.52,1.19,0.63,0.7,0.0,0.15,0.78,0.07,1.85,0.15,0.56,1.41,1.19,0.44,0.59,0.0,2.26,0.0,0.96,A2,1
